,id,text,author,category
5421,40445,"To be elected president, you have to do more than tear down your opponents. You have to give the American people a reason to vote for you - a reason to hope - a reason to believe that under your leadership, America will be better.",Mike DeWine,leadership
5422,39298,"Education, whatever else it should or should not be, must be an inoculation against the poisons of life and an adequate equipment in knowledge and skill for meeting the chances of life.",Havelock Ellis,knowledge
5423,47523,A drinker has a hole under his nose that all his money runs into.,Thomas Fuller,money
5424,31265,"He is neither a strategist nor is he schooled in the operational arts, nor is he a tactician, nor is he a general. Other than that he's a great military man.",Norman Schwarzkopf,great
5425,21135,"Look at Jessica Simpson. She's famous for being dumb. I guess it started with Marylyn Monroe, and she actually wasn't that dumb, but that's how she was perceived - and that's what got popular.",Danica McKellar,famous
5426,54420,Auden said poetry makes nothing happen. But I wonder if the opposite could be true. It could make something happen.,Carol Ann Duffy,poetry
5427,16247,"You know, in 1975 I couldn't get a job in New York City because I was American. The kitchens were predominantly run by French, Swiss, German, and basically I got laughed at. I had education, I had experience, but got laughed at because I was American.",Emeril Lagasse,education
5428,49743,"I've always wanted to get into acting, ever since I was younger. I'd put on shows for my family and run around play dress-up all the time. I think I was 4 when I told them I wanted to do movies.",Emma Roberts,movies
5429,47514,"I refuse to feel guilty. I feel guilty about too much in my life but not about money. I went through periods when I had nothing, so somebody in my family has to get stinkin' wealthy.",Jim Carrey,money
5430,2441,It feels amazing to work with writers that write really well.,Giancarlo Esposito,amazing
5431,26774,I can't speak for the future. I have no crystal ball.,Michael Jordan,future
5432,26799,"We can choose a future where we export more products and outsource fewer jobs. After a decade that was defined by what we bought and borrowed, we're getting back to basics, and doing what America has always done best: We're making things again.",Barack Obama,future
5433,67349,We can close the gap and improve what happens in the classroom by using educational technology that is the same high quality everywhere.,Major Owens,technology
5434,73423,I actually think with age comes some level of wisdom.,Nina Totenberg,wisdom
5435,56840,Our whole constitutional heritage rebels at the thought of giving government the power to control men's minds.,Thurgood Marshall,power
5436,25603,No one person can possibly combine all the elements supposed to make up what everyone means by friendship.,Francis Marion Crawford,friendship
5437,25175,"I am somebody who... - I'm not saying I'm perfect, but I need that freedom, that ability to make mistakes out there. Because there's a fine line between making a mistake or being brilliant.",Tiffeny Milbrett,freedom
5438,64861,"Focus on your problem zones, your strength, your energy, your flexibility and all the rest. Maybe your chest is flabby or your hips or waist need toning. Also, you should change your program every thirty days. That's the key.",Jack LaLanne,strength
5439,10399,The future lies in designing and selling computers that people don't realize are computers at all.,Adam Osborne,computers
5440,16651,"Most Hispanics are concerned with the same issues other Americans are - the economy, jobs, education. Similar to Main Street America.",Henry Bonilla,education
5441,1542,"There is no end to the violations committed by children on children, quietly talking alone.",Elizabeth Bowen,alone
5442,71044,"It is possible to be a master in false philosophy, easier, in fact, than to be a master in the truth, because a false philosophy can be made as simple and consistent as one pleases.",George Santayana,truth
5443,13484,"If death meant just leaving the stage long enough to change costume and come back as a new character, would you slow down? Or speed up?",Chuck Palahniuk,death
5444,75798,"God could not be everywhere, and therefore he made mothers.",Rudyard Kipling,mothersday
5445,23964,"It has long been known for sure that the sight of tasty food makes a hungry man's mouth water also lack of appetite has always been regarded as an undesirable phenomenon, from which one might conclude that appetite is essentially linked with the process of digestion.",Ivan Pavlov,food
5446,65423,"Forward, as occasion offers. Never look round to see whether any shall note it... Be satisfied with success in even the smallest matter, and think that even such a result is no trifle.",Marcus Aurelius,success
